ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0000919574-25-004497	200559	0001758440	028-24676			Silphium Asset Management Ltd
0001214659-25-011877	200899			000285013	801-126302	AIGH Capital Management, LLC
0001754960-25-000595	200399	0001761755	028-19141	000288576	801-110591	TOWNSQUARE CAPITAL LLC
0001085146-25-004950	200625	0001086619	028-04731			SCHRODER INVESTMENT MANAGEMENT GROUP
0001085146-25-004950	200626	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001889719-25-000003	200645	0001634255	028-16830	000172397	802-80246	Charles-Lim Capital Ltd
0001796861-25-000005	200811	0001633046	028-17724			Maven Securities LTD
0001104659-25-076999	200690	0001614704	028-16203	000150798	801-70410	RIVERPARK CAPITAL MANAGEMENT LLC
0001104659-25-076999	200689	0001484256	028-15568	000150646	801-70321	RiverPark Advisors, LLC
0000919574-25-004496	200819	0001758440	028-24676			Silphium Asset Management Ltd
0002036114-25-000004	200535	0001592828	028-17729	000171412	801-79835	Empowered Funds, LLC
0000947871-25-000747	200889	0001649647	028-16960			EDMOND DE ROTHSCHILD HOLDING S.A.
0000947871-25-000746	200914	0001649647	028-16960			EDMOND DE ROTHSCHILD HOLDING S.A.
0000947871-25-000745	200865	0001649647	028-16960			EDMOND DE ROTHSCHILD HOLDING S.A.
0000950123-25-007652	200490		028-21877			NASPERS LTD
0000947871-25-000744	200450	0001649647	028-16960			EDMOND DE ROTHSCHILD HOLDING S.A.
0000947871-25-000743	200780	0001649647	028-16960			EDMOND DE ROTHSCHILD HOLDING S.A.
0001828301-25-000033	200869	0001828301	028-21218			XTX Topco Ltd
0000947871-25-000742	200642	0001649647	028-16960			EDMOND DE ROTHSCHILD HOLDING S.A.
0001104659-25-076897	200660	0001813845	028-24868	000298955	801-117544	BIOS Capital Management, LP
0001828301-25-000032	200448	0001828301	028-21218			XTX Topco Ltd
0001546531-25-000009	200512	0001546531	028-14937			Vitol Holding B.V.
0001546531-25-000009	200511	0001531879	028-14626			Teilinger Capital Ltd.
0001546531-25-000008	200622	0001531879	028-14626			Teilinger Capital Ltd.
0001828301-25-000031	200502	0001828301	028-21218			XTX Topco Ltd
0001546531-25-000007	200555	0001531879	028-14626			Teilinger Capital Ltd.
0001828301-25-000030	200606	0001828301	028-21218			XTX Topco Ltd
0001828301-25-000029	200584	0001828301	028-21218			XTX Topco Ltd
0001104659-25-076885	200848		028-11964			Aperio Group, LLC
0001104659-25-076885	200847		028-01260			First Manhattan Co., LLC
0001104659-25-076885	200846		028-03434			Congress Asset Management Company, LLP
0001104659-25-076885	200845		028-05505			Sawgrass Asset Management, LLC
0001104659-25-076885	200844		028-11964			Aperio Group, LLC
0001104659-25-076885	200843		028-15776			Covey Capital Advisors, LLC
0001104659-25-076885	200842		028-01399			Southeastern Asset Management Inc/TN
0001104659-25-076885	200841		028-00030			John W. Bristol & Co Inc.
0001104659-25-076885	200840		028-02013			Harris Associates LP
0001104659-25-076885	200839		028-12146			Carl Domino, Inc.
0001104659-25-076885	200838		028-22276			Eagle Rock Investment Company, LLC
0001104659-25-076885	200837		028-16000			Select Equity Group, L.P.
0000948046-25-000129	200574	0000948046	028-10103			DEUTSCHE BANK AG\
0001828301-25-000028	200592	0001828301	028-21218			XTX Topco Ltd
0000948046-25-000128	200630	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000127	200544	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000126	200458	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000125	200676	0000948046	028-10103			DEUTSCHE BANK AG\
0001469751-25-000008	200867		028-12230			ALPS Advisors, Inc.
0001469751-25-000008	200868		028-06487			First Trust Advisors LP
0000948046-25-000124	200670	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000123	200673	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000122	200499	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000121	200421	0000948046	028-10103			DEUTSCHE BANK AG\
0001172661-25-003079	200687	0000700529	028-01162	000104880	801-16739	ATALANTA SOSNOFF CAPITAL, LLC
0000948046-25-000120	200514	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000119	200776	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000118	200891	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000117	200853	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000116	200927	0000948046	028-10103			DEUTSCHE BANK AG\
0000948046-25-000115	200609	0000948046	028-10103			DEUTSCHE BANK AG\
0000921895-25-002159	200893	0001399386	028-13806	000161230	801-74294	Bandera Partners LLC
0001172661-25-003078	200449	0000108572	028-00825	000106302	801-51257	WRIGHT INVESTORS SERVICE INC
0000948046-25-000114	200659	0000948046	028-10103			DEUTSCHE BANK AG\
0000921895-25-002158	200464	0001399386	028-13806	000161230	801-74294	Bandera Partners LLC
0000948046-25-000113	200866	0000948046	028-10103			DEUTSCHE BANK AG\
0001813517-25-000014	200474		028-00967			Associated Banc-Corp
0001104659-25-076829	200778		028-23936			Castle Creek Capital Partners VI, LP
0001390251-25-000012	200608		028-04527		000-06217	Intel Corporation
0001492070-25-000014	200482	0001889539				Corebridge Financial, Inc.
0001129302-25-000009	200500		028-04527		000-06217	Intel Corporation
0000863926-25-000018	200682	0001889539				Corebridge Financial, Inc. 
0000919574-25-004478	200818	0000883961	028-03589	000105690	801-36209	TOCQUEVILLE ASSET MANAGEMENT L.P.
0001085146-25-004935	200875	0002011612	028-23932			Pathstone Holdings, LLC
0001085146-25-004934	200896	0002011612	028-23932			Pathstone Holdings, LLC
0001085146-25-004934	200895	0000932859	028-04558			PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001085146-25-004933	200554	0002011612	028-23932			Pathstone Holdings, LLC
0001802244-25-000008	200433	0001125816	028-06487	000107027	801-39950	FIRST TRUST ADVISORS LP
0001085146-25-004932	200926	0000096223	028-11122			Jefferies Financial Group Inc.
0001097833-25-000010	200634	0001097833	028-05067	000107569	801-44189	OPUS INVESTMENT MANAGEMENT INC
0000948046-25-000112	200532	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-25-004931	200587	0000096223	028-11122			Jefferies Financial Group Inc.
0001085146-25-004930	200852	0000096223	028-11122			Jefferies Financial Group Inc.
0001085146-25-004929	200669	0000096223	028-11122			Jefferies Financial Group Inc.
0001085146-25-004926	200785	0000096223	028-11122			Jefferies Financial Group Inc.
0001085146-25-004925	200862	0000096223	028-11122			Jefferies Financial Group Inc.
0000919574-25-004474	200885	0001536186	028-15832	000165336	801-79530	LANDSCAPE CAPITAL MANAGEMENT, L.L.C.
0001085146-25-004919	200445	0001478394	028-21414			EMG Holdings, L.P.
0000919574-25-004473	200418	0001536186	028-15832	000165336	801-79530	LANDSCAPE CAPITAL MANAGEMENT, L.L.C.
0001085146-25-004916	200446	0000949623	028-05159	000309043	801-118904	FINANCIAL COUNSELORS INC
0001085146-25-004915	200518	0001390777	028-12592			Bank of New York Mellon Corp
0001085146-25-004915	200519	0001692234	028-17598			Russell Investments Group, Ltd.
0000936922-25-000005	200904	0001055980	028-06722			Ameritas Investment Partners, Inc.
0002054129-25-000004	200855	0001794467		000170196		Blueprint Investment Partners LLC
0001172661-25-003075	200607	0001698819	028-18327			Covalis Capital LLP
0001085146-25-004910	200699	0001163653	028-10594			NOMURA HOLDINGS INC
0001849486-25-000011	200613	0002055810	028-25152			Eisler Capital Management Ltd.
0001085146-25-004909	200696	0000748054	028-11918			AMERICAN CENTURY COMPANIES INC
0001928502-25-000004	200821	0002055810	028-25152			Eisler Capital Management Ltd.
0000315032-25-000065	200498	0000895213	028-04457	000110682	801-32104	Capital International, Inc./CA/
0000315032-25-000065	200497	0001256909	028-10487	000105780	801-33358	Northern Trust Investments, Inc
0001403385-25-000016	200782		028-20275			Symetra Investment Management Co.
0001811513-25-000033	200777		028-11123			Tortoise Capital Advisors LLC
0002011846-25-000003	200849	0002055810	028-25152			Eisler Capital Management Ltd.
0001137774-25-000131	200772	0000053417	028-00074			JENNISON ASSOCIATES LLC
0001137774-25-000131	200771	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000130	200434	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001785149-25-000003	200549	0001825516				MIZUHO MARKETS AMERICAS LLC
0001785149-25-000003	200548	0001513006				MIZUHO SECURITIES USA LLC
0001785149-25-000003	200550	0001803149				Mizuho Markets Cayman LP
0001137774-25-000129	200820	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000128	200571	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000128	200572	0001692234	028-17598			Russell Investments Group, Ltd.
0001137774-25-000127	200537	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000126	200692	0001692234	028-17598			Russell Investments Group, Ltd.
0001137774-25-000126	200691	0000053417	028-00074	000107959		JENNISON ASSOCIATES LLC
0001137774-25-000126	200693	0001845793	028-20883	000290235		PGIM Custom Harvest LLC
0000315032-25-000064	200542	0001256909	028-10487	000105780	901-33358	Northern Trust Investments, Inc
0000315032-25-000064	200541	0000315032	028-00534			STATE FARM MUTUAL AUTOMOBILE INSURANCE CO
0000315032-25-000063	200412	0000315032	028-00534			STATE FARM MUTUAL AUTOMOBILE INSURANCE CO
0000315032-25-000063	200414	0000895213	028-04457	000110682	801-32104	Capital International, Inc./CA/
0000315032-25-000063	200413	0001256909	028-10487	000105780	801-33358	Northern Trust Investments, Inc
0000009015-25-000020	200774	0000009015	028-00060	000106006	801-241	BARINGS LLC
0001437749-25-026145	200646	0001132651	028-25350			AMES NATIONAL CORP
0000009015-25-000019	200898	0000009015	028-00060	000106006	801-241	BARINGS LLC
0000009015-25-000018	200596	0000009015	028-00060	000106006	801-241	BARINGS LLC
0000950123-25-007628	200905		028-17729			Empowered Funds, LLC
0000315032-25-000062	200408	0000315032	028-00534			STATE FARM MUTUAL AUTOMOBILE INSURANCE CO
0000315032-25-000062	200409	0001256909	028-10487	000105780	801-33358	Northern Trust Investments, Inc
0000009015-25-000017	200826	0000009015	028-00060	000106006	801-241	BARINGS LLC
0000009015-25-000016	200887	0000009015	028-00060	000106006	801-241	BARINGS LLC
0001752724-25-186393	200900	0000102909	028-06408	000105958	801-11953	VANGUARD GROUP INC
0000315032-25-000061	200517	0001256909	028-10487	000105780	801-33358	Northern Trust Investments, Inc
0000315032-25-000061	200516	0000315032	028-00534			STATE FARM MUTUAL AUTOMOBILE INSURANCE CO
0000950123-25-007625	200457		028-13780	000125409	801-61844	The Rock Creek Group, LP
0001483870-25-000007	200417	0001483870	028-13830			TCTC Holdings, LLC
0001483870-25-000006	200583	0001483870	028-13830			TCTC Holdings, LLC
0000315032-25-000060	200588	0000315032	028-00534			STATE FARM MUTUAL AUTOMOBILE INSURANCE CO
0000315032-25-000060	200590	0000895213	028-04457	000110682	801-32104	Capital International, Inc./CA/
0000315032-25-000060	200589	0001256909	028-10487	000105780	801-33358	Northern Trust Investments, Inc
0001088950-25-000007	200631	0000720005	028-24793		001-09109	RAYMOND JAMES FINANCIAL INC
0001085146-25-004895	200894	0001629649	028-16929	000307865	801-119948	NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC
0001088950-25-000006	200912	0000720005	028-24793		001-09109	RAYMOND JAMES FINANCIAL INC
0001740837-25-000009	200637	0001442641	028-13158	000131704	801-64653	Legato Capital Management LLC
0000354204-25-001101	200655	0000354204				DIMENSIONAL FUND ADVISORS LP
0001104659-25-076717	200810	0001347683	028-11678	000130007	801-62759	Haverford Financial Services, Inc.
0001104659-25-076717	200809	0000842941	028-02396			Haverford Trust Co
0001172661-25-003067	200453	0001457320	028-19670	000151197	801-70485	EXCHANGE TRADED CONCEPTS, LLC
0000354204-25-001100	200804	0000354204	028-01186			DIMENSIONAL FUND ADVISORS LP
0001163648-25-000010	200481	0001163648	028-10064			CI INVESTMENTS INC.
0000354204-25-001099	200531	0000354204	028-01186			DIMENSIONAL FUND ADVISORS LP
0001420506-25-001859	200565	0001475940	028-13628	000154475	801-71803	Montrusco Bolton Investments Inc.
0001420506-25-001859	200564	0001082917	028-04145	000121942	801-61559	GW&K Investment Management, LLC
0001420506-25-001859	200563	0000351173	028-01185	000106274	801-15724	FRONTIER CAPITAL MANAGEMENT CO LLC
0001420506-25-001859	200562	0001409427	028-12579	000123558	801-61564	Boston Common Asset Management, LLC
0001420506-25-001859	200568	0001313816	028-11092	000132694	801-63492	TimesSquare Capital Management, LLC
0001420506-25-001859	200569	0001541448	028-14794	000166421	802-77775	Veritas Asset Management LLP
0001420506-25-001859	200567	0001341401	028-11487	000134918	801-64175	River Road Asset Management, LLC
0001420506-25-001859	200570	0000905567	028-03760	000164420	801-76744	Yacktman Asset Management LP
0001420506-25-001859	200566	0000944234	028-04884	000105916	801-50177	RENAISSANCE GROUP LLC
0001420506-25-001859	200561	0001361974	028-11939	000135829	801-64420	Beutel, Goodman & Co Ltd.
0001163648-25-000009	200915	0001167388	028-10104			ALTRINSIC GLOBAL ADVISORS LLC
0001163648-25-000009	200916	0001305841	028-10968			Epoch Investment Partners, Inc.
0001163648-25-000009	200917	0000845563	028-02405			COHEN & STEERS CAPITAL MANAGEMENT INC
0001163648-25-000009	200924	0001006378	028-03381	000106505	801-47232	SEGALL BRYANT & HAMILL, LLC
0001163648-25-000009	200923	0001851296	028-21720			Timelo Investment Management Inc.
0001163648-25-000009	200922	0001324601	028-11327			State Street Global Advisors Ltd.
0001163648-25-000009	200921	0001528593	028-15603			Black Creek Investment Management Inc.
0001163648-25-000009	200918	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001163648-25-000009	200919	0001539041	028-15516			PICTON MAHONEY ASSET MANAGEMENT
0001163648-25-000009	200920	0001570253	028-15708			QV Investors Inc.
0000354204-25-001098	200876	0000354204	028-01186			DIMENSIONAL FUND ADVISORS LP
0001062993-25-014141	200496	0000720005			001-09109	RAYMOND JAMES FINANCIAL INC
0001752724-25-186359	200579	0000813917	028-02013			HARRIS ASSOCIATES L P
0001752724-25-186359	200575	0000748054	028-11918			AMERICAN CENTURY COMPANIES INC
0001752724-25-186359	200576	0000936753	028-04003			ARIEL INVESTMENTS, LLC
0001752724-25-186359	200577	0001085972	028-04395			BAILLIE GIFFORD OVERSEAS LTD
0001752724-25-186359	200578	0001233991	028-10477			COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC
0001752724-25-186359	200580	0000019617	028-00694			JPMORGAN CHASE & CO
0001482756-25-000019	200861	0001025835	028-13645			Enterprise Financial Services Corp
0001213900-25-074797	200483	0001907544	028-21649			Magma Venture Partners General Partner Ltd.
0001434819-25-000009	200783	0001323255	028-11397			APG Asset Management US Inc.
0001213900-25-074792	200615	0001907544	028-21649			Magma Venture Partners General Partner Ltd.
0001213900-25-074789	200808	0001907544	028-21649			Magma Venture Partners General Partner Ltd.
0001213900-25-074788	200681	0001907544	028-21649			Magma Venture Partners General Partner Ltd.
0001323255-25-000024	200658	0001323255	028-11397			APG Asset Management US Inc.
0001323255-25-000024	200657	0001434819	028-13074			APG Asset Management N.V.
0000919574-25-004465	200411	0001759662	028-23294			Coalescence Partners Investment Management, LP
0001434820-25-000010	200610	0001434819	028-13074			APG Asset Management N.V.
0001434820-25-000010	200611	0001323255	028-11397			APG Asset Management US Inc.
0001977483-25-000005	200492	0000009634	028-00305			BOKF, NA
0001140361-25-030540	200695	0001000275	028-11396			Royal Bank of Canada
0000950123-25-007602	200487		028-20878			H&F Corporate Investors VIII, Ltd.
0000950123-25-007598	200822		028-22524			H&F Corporate Investors X, Ltd.
0000019617-25-000649	200863	0000019617	028-00694			JPMORGAN CHASE & CO
0001062993-25-014133	200597	0000720005			001-09109	RAYMOND JAMES FINANCIAL INC
0000950123-25-007593	200685		028-22773			H&F Corporate Investors IX, Ltd.
0001060021-25-000151	200632	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000150	200539	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000149	200653	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000148	200505	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000147	200890	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000146	200441	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000145	200557	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000144	200779	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000143	200456	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000142	200603	0002012383	028-24466			BlackRock, Inc.
0001423442-25-000008	200614	0000038777	028-00734			FRANKLIN RESOURCES INC
0001060021-25-000141	200805	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000140	200656	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000139	200701	0002012383	028-24466			BlackRock, Inc.
0001499094-25-000004	200928	0000038777	028-00734			FRANKLIN RESOURCES INC
0001060021-25-000138	200410	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000137	200680	0002012383	028-24466			BlackRock, Inc.
0001172661-25-003053	200432	0001697110	028-17692	000158369	801-72707	GenTrust, LLC
0001060021-25-000136	200581	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000135	200679	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000134	200480	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000133	200786	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000132	200452	0002012383	028-24466			BlackRock, Inc.
0001060021-25-000131	200494	0002012383	028-24466			BlackRock, Inc.
